origin_text,vi_standard,origin_no_tone,cipher_surface,rime_rule_id,tone_class,protected_flag,decode_key,row_hmac
displayedsubheading,tiêu đề phụ được hiển thị,tiêu đê phu đươc hiên thi,tieu đe phu đuoc hien thi,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C5,C5,C3,C5",false,"tiêu đê phu đươc hiên thi|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C5,C5,C3,C5",f10b9691b7b5973c25af7c6a1d894c054b75d03d75e5f913950edf5ebe61158b
displayerror,lỗi hiển thị,lôi hiên thi,lau hien thi,"RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY","C4,C3,C5",false,"lôi hiên thi|RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY|C4,C3,C5",723831750ffdb0d07fa3c13b4c5b9956ce848bca3e0d66998ad288e014174f40
disposal,xử lý,xư ly,xu ly,"R_TONE_ONLY,R_TONE_ONLY","C3,C1",false,"xư ly|R_TONE_ONLY,R_TONE_ONLY|C3,C1",2dc5a60f7ef022a9d579bc774c17029e13b4a1c0adf005f23a5780e53314dae4
disposed,đã xử lý,đa xư ly,đa xu ly,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C4,C3,C1",false,"đa xư ly|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C4,C3,C1",9afe71887379227ad5f995bdcdb7cc6090453ba437ee9c2c539ae63f92a6c4f3
disregard,bỏ qua,bo qua,bo qua,"R_TONE_ONLY,R_KEEP","C3,C0",false,"bo qua|R_TONE_ONLY,R_KEEP|C3,C0",73ef2fbcf3b9452d709f8196518d3ef6393c91052f18dfb83363fdd0057aec5b
distillation,chưng cất,chưng cât,chung cat,"R_KEEP,R_TONE_ONLY","C0,C1",false,"chưng cât|R_KEEP,R_TONE_ONLY|C0,C1",a16fe8e2f4c44e4b3cb14ac3a3bd11fff26083fd05dbd62d3932af1cdab14fb1
distinguishtechnicalvslegaladvice,phân biệt tư vấn kỹ thuật và tư vấn pháp lý,phân biêt tư vân ky thuât va tư vân phap ly,phan biet tu van ky thuat va tu van phap ly,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C5,C0,C1,C4,C5,C2,C0,C1,C1,C1",false,"phân biêt tư vân ky thuât va tư vân phap ly|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C5,C0,C1,C4,C5,C2,C0,C1,C1,C1",d2d217d1ab242519370cf989e649007f0ea0490c096fc85a07e2143dbd8021f2
distinguished,nổi bật,nôi bât,nau bat,"RN_OI_AU,R_TONE_ONLY","C3,C5",false,"nôi bât|RN_OI_AU,R_TONE_ONLY|C3,C5",f21f7116d605fd810cd40afb59f7cd4ba51c49da3b195b8c41186966e9fd3e34
distraction,sự xao nhãng,sư xao nhang,su xao nhang,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C4",false,"sư xao nhang|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C4",61ae263c6cd962d81f33f1eebd43ab513eb4086a215f764f510eb0c90bbeaeb3
divergence,sự phân kỳ,sư phân ky,su phan ky,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C2",false,"sư phân ky|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C2",a16a1bd8348b4b33ee963c190fa7a1925275875be369b986e955e50ff4c52551
divided,đã chia ra,đa chia ra,đa chia ra,"R_TONE_ONLY,R_KEEP,R_KEEP","C4,C0,C0",false,"đa chia ra|R_TONE_ONLY,R_KEEP,R_KEEP|C4,C0,C0",0954fae7378348ac16c9bc64844e7fd386e03b342c737d086941558ee78d8383
divideequally,chia đều,chia đêu,chia đeu,"R_KEEP,R_TONE_ONLY","C0,C2",false,"chia đêu|R_KEEP,R_TONE_ONLY|C0,C2",7bcc4cacebdb26cec5fb16d5b515b0eb30ff401b1dcb4e1cdd2a38e4473a8c3f
dnscore,điểm dnscore,điêm dnscore,điem dnscore,"R_TONE_ONLY,R_KEEP","C3,C0",false,"điêm dnscore|R_TONE_ONLY,R_KEEP|C3,C0",a529e5c0b54dc2b9cfd718369bc55ae52ef032614a354b50a2f9e4e95c1c1d7e
dnsinfrastructure,cơ sở hạ tầng DNS,cơ sơ ha tâng DNS,co so ha tang dns,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C0,C3,C5,C2,C0",false,"cơ sơ ha tâng DNS|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C0,C3,C5,C2,C0",26137978b527d6429dcfc94cabc4d3c3e474498de39d5143b1e1ae36097bf0ec
dnsnamespace,không gian tên miền dns,không gian tên miên dns,khong gian ten mien dns,"R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP","C0,C0,C0,C2,C0",false,"không gian tên miên dns|R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP|C0,C0,C0,C2,C0",79f37b8f1968aa0c5dfc2559e06d41f024203fecd27c9a4aa1ea60c11dbf639c
dnstxtfetcherror,lỗi tải dnstxt,lôi tai dnstxt,lau tai dnstxt,"RN_OI_AU,R_TONE_ONLY,R_KEEP","C4,C3,C0",false,"lôi tai dnstxt|RN_OI_AU,R_TONE_ONLY,R_KEEP|C4,C3,C0",71b9517cd328163545389feea52b81688d13811fe2de27053c5741292abba579
dnstxtparseerror,lỗi phân tích cú pháp dnstxt,lôi phân tich cu phap dnstxt,lau phan tich cu phap dnstxt,"RN_OI_AU,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C4,C0,C1,C1,C1,C0",false,"lôi phân tich cu phap dnstxt|RN_OI_AU,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C4,C0,C1,C1,C1,C0",d71cc1eb4fd81cf58131095d931f2006b1bb5d7fc8815ddf7fb4613f0c103d7d
donotclaimunknowndata,không yêu cầu dữ liệu không xác thực,không yêu câu dư liêu không xac thưc,khong yeu cau du lieu khong xac thuc,"R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C2,C4,C5,C0,C1,C5",false,"không yêu câu dư liêu không xac thưc|R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C2,C4,C5,C0,C1,C5",f97315812a0a9c1caffb6c73607293176da2cf5978199a9033b4070661cb172b
donotexecute,không thực thi,không thưc thi,khong thuc thi,"R_KEEP,R_TONE_ONLY,R_KEEP","C0,C5,C0",false,"không thưc thi|R_KEEP,R_TONE_ONLY,R_KEEP|C0,C5,C0",18f2953240632f3e1ba82420ee4ffe3a30acd6e3c3ce7a4d5373e17693169eca
donothonor,đừng tôn trọng,đưng tôn trong,đung ton trong,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C2,C0,C5",false,"đưng tôn trong|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C2,C0,C5",49e4c90e834df15a4e8b4cfae479099c76ebe5be719c3fcb661921d11366a51b
donotpresentuncertainlawasfact,không trình bày luật không chắc chắn như một sự thật,không trinh bay luât không chăc chăn như môt sư thât,khong trinh bay luat khong chac chen nhu mot su that,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,RN_AN_EN,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C2,C5,C0,C1,C1,C0,C5,C5,C5",false,"không trinh bay luât không chăc chăn như môt sư thât|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,RN_AN_EN,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C2,C5,C0,C1,C1,C0,C5,C5,C5",4932e38654eb28c7e46ba931e3abc74de27bb5cdf3b78c4e263f961f0e7f6ff1
donotrequestsensitivecredentials,không yêu cầu thông tin đăng nhập nhạy cảm,không yêu câu thông tin đăng nhâp nhay cam,khong yeu cau thong tin đang nhap nhay cam,"R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C2,C0,C0,C0,C5,C5,C3",false,"không yêu câu thông tin đăng nhâp nhay cam|R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C2,C0,C0,C0,C5,C5,C3",fada2c1f6a2568fe08ebf46dd9ce9ce776aa9ce7cccc42901f8b413adb48aa90
donotrewriteexistingprofile,không ghi đè lên hồ sơ hiện có,không ghi đe lên hô sơ hiên co,khong ghi đe len ho so hien co,"R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C2,C0,C2,C0,C5,C1",false,"không ghi đe lên hô sơ hiên co|R_KEEP,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C2,C0,C2,C0,C5,C1",b37a3090e700213ed7562dbfe0a4156ba7020334b47b4798777335a761994da1
donottryagain,đừng thử lại,đưng thư lai,đung thu lai,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C3,C5",false,"đưng thư lai|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C3,C5",bdce114b7a25c858227d68031c5da6c2fe6419d149797626a6187dd9caebd664
donotuse,không sử dụng,không sư dung,khong su dung,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C3,C5",false,"không sư dung|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C3,C5",db0c2ee34109cdfabbb26c7945d1ea2e67ea5e09191830f78acf0f8c9ef6b36b
docblock,khối tài liệu,khôi tai liêu,khau tai lieu,"RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY","C1,C2,C5",false,"khôi tai liêu|RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY|C1,C2,C5",4360401a0dc8162bbd102f141fb526043cfab19234d10808af7a916928d1afdd
docc,tài liệu,tai liêu,tai lieu,"R_TONE_ONLY,R_TONE_ONLY","C2,C5",false,"tai liêu|R_TONE_ONLY,R_TONE_ONLY|C2,C5",9e1bb1c8f7493ccaf82dd77bca9505194d37da0595af1c34083493e34a520c1e
dockercontainers,container docker,container docker,container docker,"R_KEEP,R_KEEP","C0,C0",false,"container docker|R_KEEP,R_KEEP|C0,C0",120de8ffe7ed1fb4ba3b0a2ac4384c9b6ab0940cb97bb7001170a252618de8b8
docstrings,chuỗi tài liệu,chuôi tai liêu,chuoi tai lieu,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C4,C2,C5",false,"chuôi tai liêu|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C4,C2,C5",55e04dcbf49ce480083acbd212ae90e07253a85ccbf12699b1940dd4fd43ab77
doctorsim,bác sĩ,bac si,bac si,"R_TONE_ONLY,R_TONE_ONLY","C1,C4",false,"bac si|R_TONE_ONLY,R_TONE_ONLY|C1,C4",849ffa89425f508d373082b61c22b14f034630c74fb82d8789c21a1900ba25c3
doctrineforwardrule,học thuyết quy tắc tiến lên,hoc thuyêt quy tăc tiên lên,hoc thuyet quy tac tien len,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C1,C0,C1,C1,C0",false,"hoc thuyêt quy tăc tiên lên|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C1,C0,C1,C1,C0",fe256449cb51f7dffacd8621edd99ba95f734c3b025bf34a4cb34c47a89a1be7
doctrinelifebookpubliccontent,giáo lýcuộc sốngnội dung công cộng,giao lycuôc sôngnôi dung công công,giao lycuoc songnoi dung cong cong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY","C1,C5,C5,C0,C0,C5",false,"giao lycuôc sôngnôi dung công công|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY|C1,C5,C5,C0,C0,C5",24a131e4e4475daf4a6ac3b77ff0e17b3886e68ab5cd3f58c7ae559def770429
doctrinelifebookvscookbook,sách giáo lý cuộc sống so với sách nấu ăn,sach giao ly cuôc sông so vơi sach nâu ăn,sach giao ly cuoc song so voi sach nau en,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_AN_EN","C1,C1,C1,C5,C1,C0,C1,C1,C1,C0",false,"sach giao ly cuôc sông so vơi sach nâu ăn|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,RN_AN_EN|C1,C1,C1,C5,C1,C0,C1,C1,C1,C0",e031a673bbd08e8bbb3961bcedcd90831a7b221c2ee39d2bad0bdf67c432c9bb
doctrineprivatekernelboundary,học thuyết ranh giới hạt nhân riêng,hoc thuyêt ranh giơi hat nhân riêng,hoc thuyet ranh gioi hat nhan rieng,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP","C5,C1,C0,C1,C5,C0,C0",false,"hoc thuyêt ranh giơi hat nhân riêng|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP|C5,C1,C0,C1,C5,C0,C0",40887600f2f4e1f6a0ee2731f7b0cc0d6eae9c1d83615b61093bdd8f8b5dc1c3
doctrinerevokecookbooksurface,học thuyết thu hồi sách nấu ăn bề mặt,hoc thuyêt thu hôi sach nâu ăn bê măt,hoc thuyet thu hau sach nau en be mat,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,RN_AN_EN,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C0,C2,C1,C1,C0,C2,C5",false,"hoc thuyêt thu hôi sach nâu ăn bê măt|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,RN_AN_EN,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C0,C2,C1,C1,C0,C2,C5",b44260f2d7b3260656985885e90d020e91b8c2e218a080c308555558601237f5
doctrineseal,con dấu học thuyết,con dâu hoc thuyêt,con dau hoc thuyet,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C5,C1",false,"con dâu hoc thuyêt|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C5,C1",0c4491f2d0b55bafba6baf892db50f54150317e8c49cd3597a6867931a6a3f53
documenthidden,tài liệu ẩn,tai liêu ân,tai lieu an,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C5,C3",false,"tai liêu ân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C5,C3",3359a4dbcd5dbfbf2ace4dbbade2cbfe47d5c02a9d5ce36f18a0652ef0fa99d5
documenttext,văn bản tài liệu,văn ban tai liêu,ven ban tai lieu,"RN_AN_EN,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C3,C2,C5",false,"văn ban tai liêu|RN_AN_EN,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C3,C2,C5",d41cf72b85bb830523d125de6f4febc63bb1c0b4b15f02d97f090fbabbf5b8d2
documentationstandard,tiêu chuẩn tài liệu,tiêu chuân tai liêu,tieu chuan tai lieu,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C3,C2,C5",false,"tiêu chuân tai liêu|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C3,C2,C5",e6bfe2272e1badd60d7bf75c6c9775e9977ddf46a36ec6ff12b1bbbcf46aa57e
documentcloud,đám mây tài liệu,đam mây tai liêu,đam may tai lieu,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C1,C0,C2,C5",false,"đam mây tai liêu|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C1,C0,C2,C5",8c5daadeff8ccb663a3154b104c9f19048c509b2a96c8bc9446b932be66d8db3
documenteditor,người ghi chép,ngươi ghi chep,ngui ghi chep,"RN_UOI_UI,R_KEEP,R_TONE_ONLY","C2,C0,C1",false,"ngươi ghi chep|RN_UOI_UI,R_KEEP,R_TONE_ONLY|C2,C0,C1",92313e8f04a6bbd63d0cc827aa1c88e5a4dcc6a57a6794bfdcdab3dcdc1df1df
documenthead,tiêu đề tài liệu,tiêu đê tai liêu,tieu đe tai lieu,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C2,C5",false,"tiêu đê tai liêu|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C2,C5",ab527f06946f484c1a58e5599ab794ae82972bf3d293f60e2276a2edc681e805
documentsshipped,tài liệu đã được gửi,tai liêu đa đươc gưi,tai lieu đa đuoc gui,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C5,C4,C5,C3",false,"tai liêu đa đươc gưi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C5,C4,C5,C3",4a661870bb584474a089fe938591eaeda3b9e43d80b35635902e2b14c02d642e
documenttype,loại tài liệu,loai tai liêu,loai tai lieu,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C2,C5",false,"loai tai liêu|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C2,C5",a45277aa44d99e9ac12a76021498d82663ba1efa3c68548c1e9853f1754e936d
documenturl,URL tài liệu,URL tai liêu,url tai lieu,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C5",false,"URL tai liêu|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C5",5de5003683b95ffc9f943fe2ab5a4b756052305fe7bddd46282884477b445314
doibehavior,hành vi doib,hanh vi doib,hanh vi doib,"R_TONE_ONLY,R_KEEP,R_KEEP","C2,C0,C0",false,"hanh vi doib|R_TONE_ONLY,R_KEEP,R_KEEP|C2,C0,C0",e2e9f4a8171b7c38bf365161d396dd9194e45fdd394c3035bbb2806c7f57584c
domainmodel,mô hình miền,mô hinh miên,mo hinh mien,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C2",false,"mô hinh miên|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C2",caaf4e59b0c79d2452532ef2dd4ceb7bea16932fd5f135b1eb3a1f9821f74ab9
domainnotregistered,tên miền chưa được đăng ký,tên miên chưa đươc đăng ky,ten mien chua đuoc đang ky,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C2,C0,C5,C0,C1",false,"tên miên chưa đươc đăng ky|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C2,C0,C5,C0,C1",8193489d62cbbdf84da3a80f868c658f5874bd337596537112862a7434f3358f
dominantcolordeltae,màu sắc chủ đạo delta,mau săc chu đao delta,mau sac chu đao delta,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C2,C1,C3,C5,C0",false,"mau săc chu đao delta|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C2,C1,C3,C5,C0",18d07e266e901a86e15d649022f6a9db3bd4cc2220c5eb91cffa463d1166ea0e
dompoint,điểm dompoint,điêm dompoint,điem dompoint,"R_TONE_ONLY,R_KEEP","C3,C0",false,"điêm dompoint|R_TONE_ONLY,R_KEEP|C3,C0",6aa021df3c3ab0e52a64885c8fa6c43e8d9c952d9319622f955bd32f32468623
domrectreadonly,chỉ đọc trực tiếp,chi đoc trưc tiêp,chi đoc truc tiep,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C5,C5,C1",false,"chi đoc trưc tiêp|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C5,C5,C1",ba9ac36877840fcc9eff420309ffca00de0a0f9ad6039202fd79d4614bfcbbc9
domstringsizeerror,lỗi kích thước chuỗi DOM,lôi kich thươc chuôi DOM,lau kich thuoc chuoi dom,"RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C4,C1,C1,C4,C0",false,"lôi kich thươc chuôi DOM|RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C4,C1,C1,C4,C0",90d371ef53ff539db4db6e07c50ec33f38724474dac433e4777c9a955e85af70
donasi,quyên góp,quyên gop,quyen gop,"R_KEEP,R_TONE_ONLY","C0,C1",false,"quyên gop|R_KEEP,R_TONE_ONLY|C0,C1",ca23cd79bf10d0cf952d1fb317845b51cb4c631f36fed67a60935940b7e3eee6
donateandstarttrial,quyên góp và bắt đầu thử nghiệm,quyên gop va băt đâu thư nghiêm,quyen gop va bat đau thu nghiem,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C2,C1,C2,C3,C5",false,"quyên gop va băt đâu thư nghiêm|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C2,C1,C2,C3,C5",3569811871e13233003c6e3e6131a4b76c12210e5048ee7f1acc667638e4d4e2
donky,con lừa,con lưa,con lua,"R_KEEP,R_TONE_ONLY","C0,C2",false,"con lưa|R_KEEP,R_TONE_ONLY|C0,C2",f4b11fe0e60e74b7ce33c0858f15769ef24c76f4e9de5c078cccbd29a976c805
donotparse,không phân tích cú pháp,không phân tich cu phap,khong phan tich cu phap,"R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C1,C1,C1",false,"không phân tich cu phap|R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C1,C1,C1",aa1efebbd319cf80126e9b70877f50b1aeb7f2577147167f24395b413067a4d1
doom,sự diệt vong,sư diêt vong,su diet vong,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C5,C0",false,"sư diêt vong|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C5,C0",9a9d96ece991afddbfb4946eba2adb13767f8a2e1fc3ff07f6dcd189e5e0c587
dotseparatorforthousands,dấu phân cách chấm cho hàng ngàn,dâu phân cach châm cho hang ngan,dau phan cach cham cho hang ngan,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C1,C0,C1,C1,C0,C2,C2",false,"dâu phân cach châm cho hang ngan|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C1,C0,C1,C1,C0,C2,C2",9ef8031c71e2daed48951ec44451c47bf3cd82f1e0c82c42b2885feab20f797e
doublecallbackregistration,đăng ký gọi lại kép,đăng ky goi lai kep,đang ky gau lai kep,"R_KEEP,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C5,C5,C1",false,"đăng ky goi lai kep|R_KEEP,R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C5,C5,C1",001afc8f5b4454f0a352a5e6b446186b72f82e2a1d280eee45df914fb1a5ed5a
dountil,cho đến khi,cho đên khi,cho đen khi,"R_KEEP,R_TONE_ONLY,R_KEEP","C0,C1,C0",false,"cho đên khi|R_KEEP,R_TONE_ONLY,R_KEEP|C0,C1,C0",2bd76f6909608bd3a30245ea4b4c344cc07ba519efee84f1d02f94d362b22d22
dowhilst,trong khi,trong khi,trong khi,"R_KEEP,R_KEEP","C0,C0",false,"trong khi|R_KEEP,R_KEEP|C0,C0",a81997ac0a247a8160a594d01046c1d9a98c67930abb47eb7bd44990b7fd5625
downcast,buồn bã,buôn ba,buon ba,"R_TONE_ONLY,R_TONE_ONLY","C2,C4",false,"buôn ba|R_TONE_ONLY,R_TONE_ONLY|C2,C4",dfaaab695b87c7d8db492bdafc1437805064f5274adca68812362dc8bd68f4e3
downloadconfigspecs,tải xuống thông số cấu hình,tai xuông thông sô câu hinh,tai xuong thong so cau hinh,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C1,C0,C1,C1,C2",false,"tai xuông thông sô câu hinh|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C1,C0,C1,C1,C2",cd435fe4d0fd5f13e05c886e468fc2c0b542863f4861e42475ddcae8b48cbe00
downloadlink,liên kết tải xuống,liên kêt tai xuông,lien ket tai xuong,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C3,C1",false,"liên kêt tai xuông|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C3,C1",38b47eec3a94c102ab2c07ab6a4fd3a3e824860f2290e2ac0a1119e135827d1c
downtime,thời gian nghỉ,thơi gian nghi,thoi gian nghi,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C2,C0,C3",false,"thơi gian nghi|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C2,C0,C3",03f7338ddd104d3f8bc45fcb278ebb407b4a8972fba8b9783d68ac78e12c4007
downto,xuống,xuông,xuong,R_TONE_ONLY,C1,false,xuông|R_TONE_ONLY|C1,2935773231ee98e76ef1e5d3971ccd5ab4643627725316dcb9bcef233cdd08d0
draftpending,đang chờ xử lý,đang chơ xư ly,đang cho xu ly,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C3,C1",false,"đang chơ xư ly|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C3,C1",98dab5f40649a962111b1edb30cade4200857ef2e0b444181f7d956cd2809ded
